0.5 0.3
3
5 6 1 
0
6
0.340188 0
-0.105617 0
0.283099 0
0.29844 0
0.411647 0
-0.302449 0
0
6
-0.164777 0
0.26823 0
-0.222225 0
0.05397 0
-0.0226029 0
0.128871 0
0
6
-0.135216 0
0.0134009 0
0.45223 0
0.416195 0
0.135712 0
0.217297 0
0
6
-0.358397 0
0.106969 0
-0.483699 0
-0.257113 0
-0.362768 0
0.304177 0
0
6
-0.343321 0
-0.0990556 0
-0.37021 0
-0.391191 0
0.498925 0
-0.281743 0
0
6
0.0129324 0
0.339112 0
0.11264 0
-0.203968 0
0.137552 0
0.0242872 0
0
0
0
7
-0.00641701 0
0.472775 0
-0.207483 0
0.271358 0
0.026745 0
0.269914 0
-0.0997714 0
